dog_ID,dog_name,url_petfinder,dog_age,dog_gender,dog_size,dog_coat,published_at,distance_miles_from_07090,breed_ID,breed,colors.primary,attributes.spayed_neutered,attributes.house_trained,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,contact.email,contact.phone,contact.address.address1,contact.address.city,contact.address.state,contact.address.postcode
52756136,IZZY,https://www.petfinder.com/dog/izzy-52756136/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-08-24T01:04:18+0000,9.05,139,Jack Russell Terrier,Black,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
52619859,Missy Elliot,https://www.petfinder.com/dog/missy-elliot-52619859/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-09T23:06:24+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52618185,Seedy,https://www.petfinder.com/dog/seedy-52618185/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-09T20:06:29+0000,9.5127,61,Cattle Dog,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52578547,Winnie,https://www.petfinder.com/dog/winnie-52578547/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-05T17:06:29+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52578552,Magic,https://www.petfinder.com/dog/magic-52578552/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-08-05T17:06:30+0000,9.5127,194,Pit Bull Terrier,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52619859,Missy Elliot,https://www.petfinder.com/dog/missy-elliot-52619859/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-09T23:06:24+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52673488,Mojo Jojo,https://www.petfinder.com/dog/mojo-jojo-52673488/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,2021-08-15T17:06:24+0000,9.5127,128,Hound,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52745008,Allie,https://www.petfinder.com/dog/allie-52745008/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,,2021-08-22T19:06:28+0000,9.5127,194,Pit Bull Terrier,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52729444,Rolo,https://www.petfinder.com/dog/rolo-52729444/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,2021-08-20T21:06:44+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52184011,Addison,https://www.petfinder.com/dog/addison-52184011/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-06-30T22:06:34+0000,9.5127,152,Labrador Retriever,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52365853,Mae,https://www.petfinder.com/dog/mae-52365853/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-07-16T01:06:27+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52346890,Opie,https://www.petfinder.com/dog/opie-52346890/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-07-14T17:07:22+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52345923,Pebbles,https://www.petfinder.com/dog/pebbles-52345923/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-07-14T16:06:35+0000,9.5127,128,Hound,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52219387,Coffee,https://www.petfinder.com/dog/coffee-52219387/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-07-03T15:06:29+0000,9.5127,19,Australian Shepherd,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52694088,Vito,https://www.petfinder.com/dog/vito-52694088/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,2021-08-17T20:06:36+0000,9.5127,152,Labrador Retriever,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52684210,Erykah Badu,https://www.petfinder.com/dog/erykah-badu-52684210/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,,2021-08-16T21:06:24+0000,9.5127,57,Cane Corso,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52735444,Dr. Pepper,https://www.petfinder.com/dog/dr-pepper-52735444/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Small,,2021-08-21T15:06:25+0000,9.5127,67,Chihuahua,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52725106,Rosalina,https://www.petfinder.com/dog/rosalina-52725106/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-20T16:07:04+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52255137,Lucy (NJ),https://www.petfinder.com/dog/lucy-nj-52255137/nj/livingston/bare-paws-rescue-nh111/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Small,Hairless,2021-07-06T23:50:55+0000,9.5939,273,Xoloitzcuintli / Mexican Hairless,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,FALSE,,TRUE,barepawsrescue@yahoo.com,,Livingston,Livingston,NJ,7039
52315644,Adonis,https://www.petfinder.com/dog/adonis-52315644/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,Medium,2021-07-11T18:06:01+0000,9.6125,130,Husky,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
51645082,Jackie,https://www.petfinder.com/dog/jackie-51645082/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Medium,2021-05-24T01:43:02+0000,9.6125,112,German Shepherd Dog,Black,FALSE,TRUE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
52472783,Fonze,https://www.petfinder.com/dog/fonze-52472783/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,2021-07-26T01:20:12+0000,9.6125,12,American Staffordshire Terrier,Gray / Blue / Silver,TRUE,FALSE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
52609750,Trooper,https://www.petfinder.com/dog/trooper-52609750/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Extra Large,Short,2021-08-08T20:30:24+0000,9.6125,57,Cane Corso,Apricot / Beige,TRUE,TRUE,FALSE,TRUE,FALSE,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
51597823,Elliot,https://www.petfinder.com/dog/elliot-51597823/nj/middlesex/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,2021-05-20T01:39:37+0000,9.7829,61,Cattle Dog,Brindle,TRUE,TRUE,FALSE,TRUE,,TRUE,,newyork@louieslegacy.org,(646) 397-5527,,Middlesex,NJ,8846
51345251,Maggie,https://www.petfinder.com/dog/maggie-51345251/nj/middlesex/new-jersey-boxer-rescue-inc-nj362/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Large,Medium,2021-04-26T03:49:54+0000,9.7829,48,Boxer,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,BarbaraStruck@njboxerrescue.com,973-903-8565,PO Box 684,Middlesex,NJ,8846
52745185,Chanee,https://www.petfinder.com/dog/chanee-52745185/nj/middlesex/new-jersey-boxer-rescue-inc-nj362/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Short,2021-08-22T19:36:49+0000,9.7829,48,Boxer,Brindle,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BarbaraStruck@njboxerrescue.com,973-903-8565,PO Box 684,Middlesex,NJ,8846
52745326,Roddy,https://www.petfinder.com/dog/roddy-52745326/nj/middlesex/new-jersey-boxer-rescue-inc-nj362/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,2021-08-22T19:50:23+0000,9.7829,48,Boxer,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,BarbaraStruck@njboxerrescue.com,973-903-8565,PO Box 684,Middlesex,NJ,8846
50315401,Chloe,https://www.petfinder.com/dog/chloe-50315401/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,2021-01-19T20:03:57+0000,10.8843,17,Australian Cattle Dog / Blue Heeler,White / Cream,TRUE,FALSE,TRUE,TRUE,,TRUE,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52005213,Tobi Wan Kenobi  - *SUPER URGT* NEEDS IMMED FOSTER,https://www.petfinder.com/dog/tobi-wan-kenobi-star-super-urgt-star-needs-immed-foster-52005213/ny/staten-island/tails-of-love-animal-rescue-inc-ny939/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,2021-06-19T01:06:20+0000,10.8843,235,Siberian Husky,Sable,TRUE,TRUE,FALSE,TRUE,,,,info@tailsofloverescue.org,,,Staten Island,NY,10302
52029127,Diesel - *URGT* NEEDS IMMED FOSTER HOME,https://www.petfinder.com/dog/diesel-star-urgt-star-needs-immed-foster-home-52029127/ny/staten-island/tails-of-love-animal-rescue-inc-ny939/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,2021-06-19T21:32:34+0000,10.8843,8,American Bully,Gray / Blue / Silver,TRUE,TRUE,FALSE,TRUE,FALSE,,,info@tailsofloverescue.org,,,Staten Island,NY,10302
52236226,Baby Ike,https://www.petfinder.com/dog/baby-ike-52236226/ny/staten-island/tails-of-love-animal-rescue-inc-ny939/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,2021-07-10T12:10:48+0000,10.8843,61,Cattle Dog,Sable,TRUE,TRUE,FALSE,TRUE,,TRUE,,info@tailsofloverescue.org,,,Staten Island,NY,10302
52545868,Azriel,https://www.petfinder.com/dog/azriel-52545868/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-02T15:20:27+0000,10.8843,35,Black Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52491195,Layla - $25 Adoption Fee,https://www.petfinder.com/dog/layla-25-dollars-adoption-fee-52491195/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Female,Medium,,2021-07-27T21:20:29+0000,10.8843,17,Australian Cattle Dog / Blue Heeler,Gray / Blue / Silver,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52616088,Marshmallow,https://www.petfinder.com/dog/marshmallow-52616088/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Small,,2021-08-09T17:20:26+0000,10.8843,128,Hound,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52724034,Edsel,https://www.petfinder.com/dog/edsel-52724034/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,,2021-08-20T14:20:23+0000,10.8843,23,Beagle,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52616091,Manny,https://www.petfinder.com/dog/manny-52616091/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Large,,2021-08-09T17:20:27+0000,10.8843,128,Hound,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52621247,Jeep,https://www.petfinder.com/dog/jeep-52621247/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Large,,2021-08-10T02:20:19+0000,10.8843,130,Husky,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52587185,Ivan Iverson,https://www.petfinder.com/dog/ivan-iverson-52587185/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-06T12:20:18+0000,10.8843,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52473042,Dutch,https://www.petfinder.com/dog/dutch-52473042/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Small,,2021-07-26T02:20:39+0000,10.8843,170,Mixed Breed,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52750620,Jerico,https://www.petfinder.com/dog/jerico-52750620/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-23T16:20:27+0000,10.8843,130,Husky,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52576569,Lacey,https://www.petfinder.com/dog/lacey-52576569/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-05T14:20:32+0000,10.8843,17,Australian Cattle Dog / Blue Heeler,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52537955,Blueberry - $25 Adoption Fee,https://www.petfinder.com/dog/blueberry-25-dollars-adoption-fee-52537955/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-08-01T13:20:17+0000,10.8843,213,Rottweiler,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52637088,Cinnamon,https://www.petfinder.com/dog/cinnamon-52637088/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,,2021-08-12T01:05:52+0000,10.8843,23,Beagle,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52348972,Matty,https://www.petfinder.com/dog/matty-52348972/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Small,,2021-07-14T19:20:51+0000,10.8843,67,Chihuahua,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52587182,Tashi,https://www.petfinder.com/dog/tashi-52587182/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-06T12:20:18+0000,10.8843,128,Hound,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52637087,Millie,https://www.petfinder.com/dog/millie-52637087/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-12T01:05:52+0000,10.8843,35,Black Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52684376,Moto,https://www.petfinder.com/dog/moto-52684376/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,,2021-08-16T21:20:46+0000,10.8843,177,Newfoundland Dog,Black,FALSE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52478141,Masie - $25 Adoption Fee,https://www.petfinder.com/dog/masie-25-dollars-adoption-fee-52478141/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-07-26T19:20:30+0000,10.8843,79,Coonhound,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52616831,Luke,https://www.petfinder.com/dog/luke-52616831/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-08-09T18:20:17+0000,10.8843,22,Basset Hound,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52754773,Trusty,https://www.petfinder.com/dog/trusty-52754773/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-23T22:20:39+0000,10.8843,23,Beagle,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52545291,Sadie - $25 Adoption Fee,https://www.petfinder.com/dog/sadie-25-dollars-adoption-fee-52545291/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Female,Large,,2021-08-02T14:20:36+0000,10.8843,260,Treeing Walker Coonhound,White / Cream,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52545289,Rhysand,https://www.petfinder.com/dog/rhysand-52545289/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-02T14:20:36+0000,10.8843,35,Black Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52587186,Isaac,https://www.petfinder.com/dog/isaac-52587186/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,,2021-08-06T12:20:18+0000,10.8843,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52587182,Tashi,https://www.petfinder.com/dog/tashi-52587182/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-06T12:20:18+0000,10.8843,128,Hound,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52629005,Nesta,https://www.petfinder.com/dog/nesta-52629005/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Small,,2021-08-10T21:20:27+0000,10.8843,67,Chihuahua,White / Cream,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52616831,Luke,https://www.petfinder.com/dog/luke-52616831/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,2021-08-09T18:20:17+0000,10.8843,22,Basset Hound,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52684376,Moto,https://www.petfinder.com/dog/moto-52684376/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,,2021-08-16T21:20:46+0000,10.8843,177,Newfoundland Dog,Black,FALSE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52637087,Millie,https://www.petfinder.com/dog/millie-52637087/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-08-12T01:05:52+0000,10.8843,35,Black Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52478141,Masie - $25 Adoption Fee,https://www.petfinder.com/dog/masie-25-dollars-adoption-fee-52478141/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,2021-07-26T19:20:30+0000,10.8843,79,Coonhound,,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
52637088,Cinnamon,https://www.petfinder.com/dog/cinnamon-52637088/ny/staten-island/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,,2021-08-12T01:05:52+0000,10.8843,23,Beagle,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,,,,newyork@louieslegacy.org,(646) 397-5527,,Staten Island,NY,10302
51174764,PASSION (cc#6791),https://www.petfinder.com/dog/passion-cc-number-6791-51174764/nj/west-orange/west-orange-animal-welfare-league-nj59/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Female,Large,Short,2021-04-10T01:16:19+0000,11.0809,194,Pit Bull Terrier,Gray / Blue / Silver,TRUE,FALSE,FALSE,TRUE,,,,woawl01@aol.com,(973) 736-8689,311 Watchung Avenue,West Orange,NJ,7052
52543779,Chase (cc#6817),https://www.petfinder.com/dog/chase-cc-number-6817-52543779/nj/west-orange/west-orange-animal-welfare-league-nj59/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,Short,2021-08-02T03:49:11+0000,11.0809,152,Labrador Retriever,Black,FALSE,FALSE,FALSE,FALSE,,,,woawl01@aol.com,(973) 736-8689,311 Watchung Avenue,West Orange,NJ,7052
52468686,Dolly,https://www.petfinder.com/dog/dolly-52468686/ny/staten-island/victory-4-the-voiceless-animal-rescue-inc-ny1216/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Extra Large,Short,2021-07-25T16:37:10+0000,11.2611,163,Mastiff,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,AdoptVictory4theVoiceless@gmail.com,,PO box 61544,Staten Island,NY,10301
52559599,Maxie,https://www.petfinder.com/dog/maxie-52559599/nj/highland-park/pound-hounds-res-q-ny1248/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,Short,2021-08-03T20:14:53+0000,11.2928,194,Pit Bull Terrier,Golden,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,poundhoundsresq@gmail.com,,,Highland Park,NJ,8904
50858327,Buddy,https://www.petfinder.com/dog/buddy-50858327/nj/east-hanover/mt-pleasant-animal-shelter-nj53/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,Short,2021-03-13T18:04:53+0000,11.2941,128,Hound,,FALSE,FALSE,FALSE,TRUE,,,,info@njshelter.org,973-386-0590,194 Rt. 10 West,East Hanover,NJ,7936
