dog_ID,dog_name,url_petfinder,dog_age,dog_gender,dog_size,dog_coat,dog_description,published_at,distance_miles_from_07090,breed_ID,breed,colors.primary,attributes.spayed_neutered,attributes.house_trained,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,contact.email,contact.phone,contact.address.address1,contact.address.city,contact.address.state,contact.address.postcode
50672809,Jaimie,https://www.petfinder.com/dog/jaimie-50672809/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Medium,Jaimie was rescued from a high kill shelter in rural Georgia.  She is under a year old and a very...,2021-02-26T21:48:10+0000,8.6036,14,Anatolian Shepherd,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,,TRUE,,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
51076659,Guinness,https://www.petfinder.com/dog/guinness-51076659/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,"Guinness is a three year old, 85 pound American Bulldog bundle of love.  He loves his people (all people!), car...",2021-04-01T13:16:04+0000,8.6036,7,American Bulldog,Black,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
51147006,Giovanni,https://www.petfinder.com/dog/giovanni-51147006/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,"GIOVANNI (aka Gio), Male Bull Terrier Mix.   He is just adorable,  easy going and  fun.  He is doggie social with...",2021-04-07T18:03:17+0000,8.6036,53,Bull Terrier,Black,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
51355967,Buddy,https://www.petfinder.com/dog/buddy-51355967/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Small,Medium,Buddy has had a very difficult past.  Rescued from a high kill shelter and eventually placed in a home that...,2021-04-27T15:34:45+0000,8.6036,55,Cairn Terrier,White / Cream,TRUE,TRUE,FALSE,TRUE,,TRUE,,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
51904316,Mini,https://www.petfinder.com/dog/mini-51904316/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Small,Short,"Little Mini is 1-2 years old and 7 lbs and is being fostered in Madison, NJ where he gets along...",2021-06-11T16:32:08+0000,8.6036,67,Chihuahua,White / Cream,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
52230618,Pinto,https://www.petfinder.com/dog/pinto-52230618/nj/madison/the-sato-project-ny1140/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Male,Medium,,"Meet Pinto

This sweet man came from Puerto Rico and is looking for his forever home. Pinto is a a...",2021-07-04T15:13:51+0000,8.6036,170,Mixed Breed,,TRUE,TRUE,FALSE,TRUE,,TRUE,,adoption@thesatoproject.org,,,Madison,NJ,7940
52723673,Trooper,https://www.petfinder.com/dog/trooper-52723673/nj/madison/cosmos-cause-va524/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Small,Short,Trooper is currently owned by a woman who is experiencing major medical issues and is no longer able to care...,2021-08-20T13:56:35+0000,8.6036,204,Pug,Golden,TRUE,TRUE,FALSE,FALSE,,TRUE,,pmpstern@yahoo.com,9082466451,,Madison,NJ,7940
52749031,Abel ,https://www.petfinder.com/dog/abel-52749031/nj/madison/the-sato-project-ny1140/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Male,Small,,"Meet Abel,

If you are looking for a dog that is more like a cat then a dog,  Able is...",2021-08-23T12:11:19+0000,8.6036,170,Mixed Breed,,TRUE,TRUE,TRUE,TRUE,,,TRUE,adoption@thesatoproject.org,,,Madison,NJ,7940
51296455,JAX - Powerhouse Pup!,https://www.petfinder.com/dog/jax-powerhouse-pup-51296455/nj/edison/edison-municipal-animal-shelter-nj593/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,"**During the current health situation**

If you are interested in ADOPTING from the EDISON ANIMAL SHELTER, please email the shelter...",2021-04-21T20:00:59+0000,8.607,12,American Staffordshire Terrier,Black,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,eas@edisonnj.org,(732) 248-7278,125 Municipal Blvd.,Edison,NJ,8817
52110528,DICE - What a Ham!,https://www.petfinder.com/dog/dice-what-a-ham-52110528/nj/edison/edison-municipal-animal-shelter-nj593/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,"**During the current health situation**

If you are interested in ADOPTING from the EDISON ANIMAL SHELTER, please email the shelter...",2021-06-25T15:18:33+0000,8.607,12,American Staffordshire Terrier,Black,TRUE,TRUE,FALSE,TRUE,FALSE,,,eas@edisonnj.org,(732) 248-7278,125 Municipal Blvd.,Edison,NJ,8817
52581725,MARLEY - Our Cute Island Dog!,https://www.petfinder.com/dog/marley-our-cute-island-dog-52581725/nj/edison/edison-municipal-animal-shelter-nj593/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,"**During the current health situation** If you are interested in ADOPTING from the EDISON ANIMAL SHELTER, please email the shelter...",2021-08-05T20:27:22+0000,8.607,229,Shepherd,Apricot / Beige,TRUE,FALSE,FALSE,TRUE,,,,eas@edisonnj.org,(732) 248-7278,125 Municipal Blvd.,Edison,NJ,8817
52469226,BREWSKY - Very Playful Boy!,https://www.petfinder.com/dog/brewsky-very-playful-boy-52469226/nj/edison/edison-municipal-animal-shelter-nj593/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,"**During the current health situation** If you are interested in ADOPTING from the EDISON ANIMAL SHELTER, please email the shelter...",2021-07-25T18:00:53+0000,8.607,48,Boxer,Brindle,TRUE,TRUE,FALSE,TRUE,,,,eas@edisonnj.org,(732) 248-7278,125 Municipal Blvd.,Edison,NJ,8817
51825099,TIGER- Lovable Mush,https://www.petfinder.com/dog/tiger-lovable-mush-51825099/nj/edison/edison-municipal-animal-shelter-nj593/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Male,Extra Large,Short,"**During the current health situation**

If you are interested in ADOPTING from the EDISON ANIMAL SHELTER, please email the shelter...",2021-06-06T17:11:25+0000,8.607,163,Mastiff,Brindle,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,eas@edisonnj.org,(732) 248-7278,125 Municipal Blvd.,Edison,NJ,8817
50469732,Copper,https://www.petfinder.com/dog/copper-50469732/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,"ADOPTION FEE: $500

Copper is a 2 year old 55 pound boxer mix who comes to us from a spay/neuter...",2021-02-06T10:10:33+0000,8.9059,48,Boxer,White / Cream,TRUE,TRUE,FALSE,TRUE,FALSE,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
50470214,Ebony,https://www.petfinder.com/dog/ebony-50470214/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,"ADOPTION FEE: $500

Ebony is a healthy 2 year old 40 pound lab mix who comes to us from a...",2021-02-06T10:41:55+0000,8.9059,152,Labrador Retriever,Black,TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
50826684,Johnny,https://www.petfinder.com/dog/johnny-50826684/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,"ADOPTION FEE: $400

Johnny, a 3 year old 48 pound lab mix  who comes from a shelter in TN.  He...",2021-03-11T10:17:27+0000,8.9059,152,Labrador Retriever,White / Cream,TRUE,TRUE,FALSE,TRUE,,TRUE,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
51208366,Reece,https://www.petfinder.com/dog/reece-51208366/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Medium,"ADOPTION FEE: $600

Reece is a 6 month old shepherd who comes to us from a vet school in TN....",2021-04-14T10:05:29+0000,8.9059,229,Shepherd,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,,,FALSE,rawhiderescue@hotmail.com,,,Warren,NJ,7059
50826733,Daisy,https://www.petfinder.com/dog/daisy-50826733/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,"ADOPTION FEE: $500

Daisy is a young  54 pound hound mix who was found as a stray by an older...",2021-03-11T10:34:55+0000,8.9059,128,Hound,"Tricolor (Brown, Black, & White)",TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
52632670,Mae,https://www.petfinder.com/dog/mae-52632670/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,"ADOPTION FEE: $400

Mae is a pretty 2 year old mix who comes from a shelter down south.  She is...",2021-08-11T10:07:32+0000,8.9059,34,Black and Tan Coonhound,Black,TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
52545542,Jamie ,https://www.petfinder.com/dog/jamie-52545542/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Senior,Female,Small,Short,Jamie is a super sweet girl that has been through a lot but is feeling so much better now and...,2021-08-02T14:50:55+0000,8.9059,67,Chihuahua,Yellow / Tan / Blond / Fawn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,rawhiderescue@hotmail.com,,,Warren,NJ,7059
52653243,KC,https://www.petfinder.com/dog/kc-52653243/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Medium,"ADOPTION FEE: $500

KC is a 7 month old medium Heinz 57 type dog who 
se owner did not realize...",2021-08-13T09:45:44+0000,8.9059,152,Labrador Retriever,Black,TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
52632417,Diesel,https://www.petfinder.com/dog/diesel-52632417/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Large,Medium,"ADOPTION FEE: $400

Diesel is a 2 year old 60 pound mix that comes from a shelter down south. He...",2021-08-11T10:02:07+0000,8.9059,128,Hound,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
52632694,King,https://www.petfinder.com/dog/king-52632694/nj/warren/rawhide-rescue-nj235/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,"ADOPTION FEE: $400

King is a 50 pound, 2.5 year old boxer mix who was surrendered to us as his...",2021-08-13T09:38:18+0000,8.9059,48,Boxer,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,,,,rawhiderescue@hotmail.com,,,Warren,NJ,7059
51621243,BANKS,https://www.petfinder.com/dog/banks-51621243/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Medium,Short,"MEET BANKS!

BANKS is the most adorable five month old labrador retriever mixed breed puppy around!

BANKS needs an active...",2021-05-22T00:55:40+0000,9.05,152,Labrador Retriever,Bicolor,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
51506043,GOLDEN,https://www.petfinder.com/dog/golden-51506043/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,"MEET GOLDEN!

GOLDEN is one exuberant and happy six year old boy!

GOLDEN is such a lovebug and will follow...",2021-05-12T00:37:26+0000,9.05,48,Boxer,White / Cream,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
51989219,FRENCHIE,https://www.petfinder.com/dog/frenchie-51989219/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Large,Short,"MEET FRENCHIE!

FRENCHIE is one exuberant and happy six year young boxer/bully mix!

FRENCHIE is such a lovebug and will...",2021-06-17T01:52:08+0000,9.05,48,Boxer,Sable,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
50904699,RILEY,https://www.petfinder.com/dog/riley-50904699/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Short,"MEET RILEY!

RILEY is one beautiful three year old bully mix who weighs just about 65 pounds!

Unfortunately, RILEY was...",2021-03-17T17:27:06+0000,9.05,8,American Bully,Merle (Red),TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
52230533,CHARLIE,https://www.petfinder.com/dog/charlie-52230533/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Large,Short,"MEET CHARLIE!

CHARLIE is one of the best seven year old brindle lab mixes that we have ever met in...",2021-07-04T14:51:28+0000,9.05,152,Labrador Retriever,Brindle,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
50539073,REMI,https://www.petfinder.com/dog/remi-50539073/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,Short,"MEET REMI!

REMI is an 4 year young hound mix that weighs just about 35 pounds.

REMI has a great...",2021-02-13T00:37:38+0000,9.05,128,Hound,Brindle,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
52632143,BARNEY,https://www.petfinder.com/dog/barney-52632143/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Small,Short,"MEET BARNEY!

BARNEY is a six year old Chihuahua who is just about 8 pounds full grown.

A real gentleman,...",2021-08-11T06:47:52+0000,9.05,67,Chihuahua,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
52756136,IZZY,https://www.petfinder.com/dog/izzy-52756136/ny/staten-island/for-blakes-sake-rescue-inc-ny1488/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Female,Medium,Short,"MEET IZZY!

IZZY is a three month old Jack Russell Terrier mix who will be medium in size full grown....",2021-08-24T01:04:18+0000,9.05,139,Jack Russell Terrier,Black,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,forblakessakerescue@gmail.com,(732) 413-5006,,Staten Island,NY,10303
52619859,Missy Elliot,https://www.petfinder.com/dog/missy-elliot-52619859/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,Are you ready to work it with Missy Elliot? This silver beauty is ready to jam out to a family...,2021-08-09T23:06:24+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52618185,Seedy,https://www.petfinder.com/dog/seedy-52618185/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,Seedy is a lovely dog who still has many puppy traits. She has lots of energy and loves to play...,2021-08-09T20:06:29+0000,9.5127,61,Cattle Dog,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52578547,Winnie,https://www.petfinder.com/dog/winnie-52578547/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,"Winnie is a lovely, sweet girl who likes to have her paws up on her human to give many face,...",2021-08-05T17:06:29+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52578552,Magic,https://www.petfinder.com/dog/magic-52578552/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,"Magic is a busy guy with energy to spare, and would be best suited in an active family with time...",2021-08-05T17:06:30+0000,9.5127,194,Pit Bull Terrier,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52619859,Missy Elliot,https://www.petfinder.com/dog/missy-elliot-52619859/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,Are you ready to work it with Missy Elliot? This silver beauty is ready to jam out to a family...,2021-08-09T23:06:24+0000,9.5127,252,Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52673488,Mojo Jojo,https://www.petfinder.com/dog/mojo-jojo-52673488/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,"Mojo Jojo is a social and cuddly dog, but also very energetic. He would love a family that will be...",2021-08-15T17:06:24+0000,9.5127,128,Hound,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52745008,Allie,https://www.petfinder.com/dog/allie-52745008/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Medium,,"Allie came to us through one of our amazing partner shelters via our WayStation Program. She is an energetic, active...",2021-08-22T19:06:28+0000,9.5127,194,Pit Bull Terrier,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52729444,Rolo,https://www.petfinder.com/dog/rolo-52729444/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,Rolo is an entertaining dog with a ton of energy. He loves to play with stuffies and can easily entertain...,2021-08-20T21:06:44+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52184011,Addison,https://www.petfinder.com/dog/addison-52184011/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,"Addison is a busy, energetic girl who wants to play, play, play! She loves nothing more than playtime with any...",2021-06-30T22:06:34+0000,9.5127,152,Labrador Retriever,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52365853,Mae,https://www.petfinder.com/dog/mae-52365853/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,"Mae is a gorgeous girl who is a bit shy at first, but warms up once spending some time with...",2021-07-16T01:06:27+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52346890,Opie,https://www.petfinder.com/dog/opie-52346890/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,"Opie is a fun-loving, energetic boy, who will keep you on your toes, and laughing as the day goes on....",2021-07-14T17:07:22+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52345923,Pebbles,https://www.petfinder.com/dog/pebbles-52345923/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,Pebbles came to us originally through our Waystation Program with a litter of puppies who have all since found their...,2021-07-14T16:06:35+0000,9.5127,128,Hound,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52219387,Coffee,https://www.petfinder.com/dog/coffee-52219387/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,,"Coffee is a sweet guy who&amp;#39;s searching for his forever home... he adores people, and would be wonderfully suited for...",2021-07-03T15:06:29+0000,9.5127,19,Australian Shepherd,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52694088,Vito,https://www.petfinder.com/dog/vito-52694088/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,,Vito is a young boy who will do best in a home with a patient adopter willing to help him...,2021-08-17T20:06:36+0000,9.5127,152,Labrador Retriever,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52684210,Erykah Badu,https://www.petfinder.com/dog/erykah-badu-52684210/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,,Erykah presents as shy at first but when she does warm up she seeks out pets and affection. She is...,2021-08-16T21:06:24+0000,9.5127,57,Cane Corso,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52735444,Dr. Pepper,https://www.petfinder.com/dog/dr-pepper-52735444/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Small,,,2021-08-21T15:06:25+0000,9.5127,67,Chihuahua,,FALSE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52725106,Rosalina,https://www.petfinder.com/dog/rosalina-52725106/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Medium,,Rosalina is a gentle dog looking for her forever home. She is a little nervous in new places and appreciates...,2021-08-20T16:07:04+0000,9.5127,194,Pit Bull Terrier,,TRUE,FALSE,FALSE,FALSE,,,,adoptions@sthuberts.org,(973) 377-2295,575 Woodland Ave,Madison,NJ,7940
52255137,Lucy (NJ),https://www.petfinder.com/dog/lucy-nj-52255137/nj/livingston/bare-paws-rescue-nh111/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Small,Hairless,Say hello to Lucy!  This charming little girl is a unique character.  She won’t win any awards for successfully doing...,2021-07-06T23:50:55+0000,9.5939,273,Xoloitzcuintli / Mexican Hairless,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,FALSE,,TRUE,barepawsrescue@yahoo.com,,Livingston,Livingston,NJ,7039
52315644,Adonis,https://www.petfinder.com/dog/adonis-52315644/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Small,Medium,"Have you ever wondered what a husky/bulldog would look like?  Well, here he is, Adonis!  This unique guy was recently...",2021-07-11T18:06:01+0000,9.6125,130,Husky,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
51645082,Jackie,https://www.petfinder.com/dog/jackie-51645082/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Female,Large,Medium,Jackie was just surrendered to the shelter at 4 years old and this Shepherd mix is super confused as she...,2021-05-24T01:43:02+0000,9.6125,112,German Shepherd Dog,Black,FALSE,TRUE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
52472783,Fonze,https://www.petfinder.com/dog/fonze-52472783/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Young,Male,Medium,Short,"Aside from his super handsome looks, Fonze is a real catch!  He walks wonderfully on his leash, seems to dig...",2021-07-26T01:20:12+0000,9.6125,12,American Staffordshire Terrier,Gray / Blue / Silver,TRUE,FALSE,FALSE,TRUE,,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
52609750,Trooper,https://www.petfinder.com/dog/trooper-52609750/nj/perth-amboy/perth-amboy-animal-shelter-nj159/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Baby,Male,Extra Large,Short,At just 9 months of age Trooper is a handsome handful!!  He is basically a blank slate that doesn&#039;t seem...,2021-08-08T20:30:24+0000,9.6125,57,Cane Corso,Apricot / Beige,TRUE,TRUE,FALSE,TRUE,FALSE,,,animalshelter@perthamboynjpd.org,732 324-3877,597 Fayette St.,Perth Amboy,NJ,8861
51597823,Elliot,https://www.petfinder.com/dog/elliot-51597823/nj/middlesex/louies-legacy-animal-rescue-ny920/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Male,Medium,Short,"Are you looking for a frisbee partner? Look no further, Elliott is your guy! Elliott is a 1 year old,...",2021-05-20T01:39:37+0000,9.7829,61,Cattle Dog,Brindle,TRUE,TRUE,FALSE,TRUE,,TRUE,,newyork@louieslegacy.org,(646) 397-5527,,Middlesex,NJ,8846
51345251,Maggie,https://www.petfinder.com/dog/maggie-51345251/nj/middlesex/new-jersey-boxer-rescue-inc-nj362/?referrer_id=10a3b4e4-0162-4590-8cfa-32d4f76ade1f,Adult,Female,Large,Medium,Hey Maggie here just checking in to let everyone know I am enjoying this nice weather. I have been on...,2021-04-26T03:49:54+0000,9.7829,48,Boxer,Yellow / Tan / Blond / Fawn,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,BarbaraStruck@njboxerrescue.com,973-903-8565,PO Box 684,Middlesex,NJ,8846
